ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
ybiI 	b0803	orf,_hypothetical_protein	-0.2870083366	1	0	0.189	0.04264	-0.304	-0.2009	-0.4739	0.2141	0.1243	-0.08927	0.1506	-0.08927	-0.2345	0.6135	0.4647	0.4222	0.585	1.176	0.7655	0.7049	0.05658	0.52385	0.1375	0.669	0.37295	-0.074	0.5537	-0.2345	0.2828	-0.9159	-0.889	-1.358	-1.286	-0.3771	-0.8365	-0.415	-2.474
ybiX 	b0804	putative_enzyme	0.1521996505	1	0	-0.5778	-1.029	-0.3219	-0.3585	0.4222	-0.9159	-1.252	-0.9434	-0.811	-0.6897	0.4647	1.014	-0.2688	0.926	0.90456	-0.0145	1.526	0.6135	-0.6215	1.17975	0.3334	0.02857	2.7325	-0.1361	0.91615	0.5059	0.2779	0.1635	0.2265	0.02857	-0.7131	-0.5995	-0.1361	-1.69	-1.69
b0805 	b0805	putative_outer_membrane_receptor_for_iron_transport	0.4303700791	0.999375	-0.0009019663	0.111	-0.3401	-0.3219	-0.3401	0.2987	-0.415	-0.5995	-0.6666	-1.737	-0.6215	-1.837	-2.556	-2.943	-2.837	-1.152	-2.059	-1.358	-1.599	-0.1047	0.28745	0.4542	0.251	0.29745	-0.4941	0.3942	0.01436	-0.05235	1	0.7991	1.239	1.531	1.438	-0.5146	-2.322	-1.358
ybiM 	b0806	orf,_hypothetical_protein	0.3303029538	0.875	-0.1926450779	-0.5146	0.111	-0.2863	-0.5995	0.04264	-0.4739	-0.3771	-0.811	-1.12	-1.286	-0.1203	0.805321	-0.7859	-0.5778	1.157	1.030856	1.459	0.433	0.2869	0.7287	-0.02915	0.08406	0.7808	-0.5353	0.83985	0.4436	0.1255	0.6323	0.3561	0.3103	0.251	-0.1203	-1.599	-0.5353	-1.321654
ybiN 	b0807	orf,_hypothetical_protein	-0.254644787	1	0	0.3561	0.4114	0.5656	-1.218	-0.8365	0.1375	-0.211494	0.2016	-1.556	-1.059	-0.889	-0.6897	-0.6439	-0.6897	-1.152	-1.266756	-0.889	-0.7859	-1.644	0.18227	-0.0145	-0.05889	0.12148	-0.304	0.22645	-1.12	-0.576	-2.184	-1.737	-1.322	-1.286	-0.8625	-1.322	-0.6897	-2.059
ybiO 	b0808	putative_transport_protein	0.3780296995	1	0	0.08406	0.2141	0.2388	-0.2176	-0.2515	-0.505982	-0.5778	-0.4739	-1.322	-1.599	0.04264	-0.1047	-0.2515	-0.811	0.1375	-0.2688	-0.1844	-0.2515	-0.1844	0.47445	0.4436	-0.1681	0.52915	-0.5778	0.60065	-0.3219	-0.5	-0.8625	-0.05889	-0.2176	0.3561	0.7991	-0.04394	-0.02915	-0.737
glnQ 	b0809	ATP-binding_component_of_glutamine_high-affinity_transport_system	-0.2703705329	1	0	0.05658	0.05658	-0.2688	0.8237	0.07039	0.4222	0.4222	0.3674	0.774	0.2141	1.328	0.9635	0.8639	0.848	2.307	1.305	1.057	0.696	0.8237	0.27445	0.263	1.014	0.1763	0.6229	-0.43915	-0.6666	-0.29975	0.4957	0.08406	0.1243	-0.2863	-0.3219	0.4647	0.4647	0.4222
glnP 	b0810	glutamine_high-affinity_transport_system;_membrane_component	-0.1848088952	1	0	0.01436	0.2016	-0.1681	0.8797	0.111	0.3561	0.4854	0.4957	0.9336	0.3785	1.22	0.251	0.3448	0.189	1.918	0.9486	0.275	0.4751	1.077	0.4002	0.6599	1.275	0.39888	0.7312	-0.3374	-0.3585	-0.34485	0.585	0.05658	0.1763	-0.3219	-0.9434	0.516	0.6041	0.7137
glnH 	b0811	periplasmic_glutamine-binding_protein;_permease	-0.4150773301	1	0	0.251	0.6871	0.09761	1.275	0.7991	0.8718	0.8875	0.856	1.807	1.233	1.757	1.036	1.345	0.7908	1.761	1.618	1.043	0.6781	1.257	0.6272	0.848	1.546	0.4639	1.214	-0.00871	0.02857	-0.02197	0.8074	0.6415	0.8237	-0.1047	-0.7859	0.9709	0.6508	0.84
dps 	b0812	global_regulator,_starvation_conditions	-0.4310415737	0.977375	-0.0330158921	0.5656	0.7137	0.1243	0.8953	1.043	0.05658	0.2016	0.1243	0.6415	0.3103	0.1375	0.04264	0.4957	0.5261	0.2388	-0.02915	-0.1047	-1.599	0.7312	-0.044635	0.4222	0.2265	0.1439	-0.3219	0.40995	0.3334	0.048805	-0.2176	-0.5778	-0.2176	-0.1681	-0.6897	0.8074	0.6781	0.4957
ybiF 	b0813	putative_transmembrane_subunit	-0.324807081	1	0	-0.2688	-0.3585	0.1375	-0.0145	-0.3771	-0.04394	0.3219	0.08406	-0.3771	-0.3959	0.04264	0.275	0.6323	0.2987	0.9561	-0.2345	0.8156	0.2388	-0.1047	-0.16025	-0.1844	-0.1681	0.154595	-0.5146	0.2141	-0.3585	0.00718	0.1635	-0.3959	-0.04394	-0.2688	-0.074	-2.252	-1.322	-2.837
ompX 	b0814	outer_membrane_protein_X	0.05151739	1	0	-0.5146	0.251	-0.3401	-1.252	-0.9434	-0.2688	-0.08927	0.08406	-0.5564	-0.889	-0.7131	-0.415	0.09761	-0.3771	0	-0.3585	-0.0145	0.2016	0.4436	-0.70255	-0.7131	0.111	-0.93685	-0.08927	-1.169	-0.9434	0.1194	-0.811	-0.5995	-0.8625	-1.69	-0.889	1.322	0.8074	0.848
ybiP 	b0815	putative_enzyme	0.5444552892	0.864875	-0.2094364591	-0.3959	-0.3959	0.1243	-0.7612	-0.1681	-0.3401	-0.3771	-0.3401	-1.556	-1.059	0.5656	-0.4739	-0.1844	-1.396	-0.2009	-0.1361	-0.2009	0.05658	-0.4344	0.201895	0.09761	-0.2176	-0.02922	0.2016	0.11078	0.6041	0.26805	-0.1361	0.6599	0.4854	1.183	0.9635	-0.4344	-0.5995	-0.7859
b0816 	b0816	orf,_hypothetical_protein	-0.4178771662	0.995625	-0.0063256382	-0.4941	-0.304	0.1635	0.189	0.7137	0.07039	-0.02915	-0.2345	-0.152	0.6508	0.1506	-0.1203	0.6508	0.111	0	0.2388	-0.2863	0.1506	-0.08927	0.3002	0.07039	-0.05889	0.33505	-0.2345	0.33885	-0.08927	-0.10045	-0.6215	-0.8365	-0.6897	-0.3771	-0.1047	-1.837	-2.737	-2.353327
b0817 	b0817	putative_toxin	-0.5513237679	0.32775	-1.6093323144	0.275	0.3674	0.3334	0.3103	0.3103	0.8237	0.585	0.4854	0.3674	0.5261	0.08406	-0.4739	-0.2515	0.01436	-0.5564	-0.2515	-0.3401	-0.1047	-0.1361	0.134775	-0.1844	-0.2863	-0.02345	-0.3219	-0.0335	-0.074	-0.2075	0.2016	0.1375	0.2265	0.2016	-0.5564	-1	-1.556	-1.889
ybiR 	b0818	orf,_hypothetical_protein	-0.0555133138	1	0	-0.1844	0.07039	0.4222	0.02857	0.2388	0.251	0.2016	0.433	-0.1361	0.2265	0.4957	-0.074	-0.1681	-0.4344	0.4957	0.4436	-0.08927	0.111	-0.152	0.3002	0.433	-0.1203	0.4567	0.189	0.3135	-0.2515	-0.06805	-0.4344	-0.4344	0.09761	-0.5778	-0.2515	-0.3771	-0.4344	1.239
ybiT 	b0820	putative_ATP-binding_component_of_a_transport_system	-0.0528109272	1	0	0.2388	0.6229	0.4647	-0.5353	-0.6666	0.6781	0.9411	0.9411	-0.152	-0.2515	0.1243	-0.7131	-0.1681	-0.5778	-0.0145	-0.3959	-0.454	-0.2176	0.8237	-0.2432	-0.152	1.021	-0.3811	0.9107	-0.5358	-0.737	-0.014575	0.4542	-0.1844	0.585	-0.7612	-0.4344	0.84	0.4647	0.3674
ybiU 	b0821	orf,_hypothetical_protein	0.0840370003	1	0	-0.1844	0.5753	0.516	-0.304	0.774	-0.04394	-0.02915	0.01436	-0.3959	-0.1844	-0.2688	-0.1047	0.09761	-0.2009	0.01436	-0.0145	-0.074	-0.1203	0.5059	0.5344	0.4751	0.6781	0.48985	0.4751	0.42205	-0.0145	0.20025	0.1506	-0.1203	0.4114	0.1375	0.903	-0.8625	-0.6897	-1.12
b0822 	b0822	orf,_hypothetical_protein	-0.4637337397	0.972875	-0.0396736429	-0.08927	0.2869	0.07039	-0.3771	0.696	-0.304	-0.1047	-0.05889	-0.2863	0.02857	-0.04394	0.6041	0.7225	0.5361	-0.3401	0.585	0.5361	-0.02915	-0.1844	0.3426	0.07039	-0.454	0.292185	-0.7131	0.3781	-1.252	-0.2782	-0.7612	-0.8625	-0.9714	-0.6439	0.4751	-0.5778	-1.286	-1.943
ybiW 	b0823	putative_formate_acetyltransferase	-0.0111502105	1	0	0.2016	-0.5353	0.4222	-0.1681	0.6135	-0.415	-0.2176	-0.2345	-0.05889	0.02857	-0.5353	-0.04394	0.04264	-0.1047	-0.043402	0.107399	0.2869	0.07039	0.2016	0.51595	0.5059	-0.5564	0.4854	-1.737	0.3802	0.02857	-0.10045	-0.152	0.3785	0.3674	0.6323	1.214	-1.515	-1.089	-1.737
ybiY 	b0824	putative_pyruvate_formate-lyase_2_activating_enzyme	0.2378051646	1	0	-0.2176	-0.6439	-0.1203	0.111	0.3334	-0.08927	0.04264	-0.4739	-0.1361	-0.1361	-0.5353	-0.1203	-0.5146	0.04264	0.6599	1.655	-0.3959	-0.1047	0.3219	0.270605	0.2141	0.2388	0.3092	0	0.09753	0.263	-0.00725	0.848	0.6415	0.7991	1.22	0.8237	-1.358	-0.7859	-1.528978
mipB 	b0825	putative_transaldolase	0.0713312609	1	0	0.07039	-0.3959	0.4005	-0.2176	0.6323	-0.1203	-0.02915	-0.3585	-0.2345	-0.074	-0.1361	0.275	-0.1681	1.379	2.233	0.260992	0.275	0.7312	-0.02915	-0.16115	0.05658	0	-0.0326	0.09761	0.069785	-0.2176	0.06875	1.449	0.3334	0.7398	0.7824	0.4222	-0.1361	-0.415	-0.6897
moeB 	b0826	molybdopterin_biosynthesis	-0.106124575	1	0	-0.1844	0.04264	0.189	0.8237	0.4222	0.4114	0.189	0.3674	0.1635	0.07039	-0.6215	-0.2009	0.111	0.1635	1.422	0.7655	0.2141	0.5361	0.2869	-0.2224	-0.2345	0.251	-0.5589	0.251	-0.50725	0.02857	-0.08405	0.2987	-0.074	-0.1203	0.4005	0.3785	1.531	0.04264	-1.059
moeA 	b0827	molybdopterin_biosynthesis	-0.3237087607	1	0	-0.1047	0.3448	0.04264	-0.05889	0.3896	0.4436	0.2265	0.7908	0.3561	0.433	-0.3771	0.02857	0.08406	0.2388	0.6508	0.09761	0.3561	0.2869	0.7225	-0.3614	-0.3585	0.3103	-0.7606	0.09761	-0.73715	0.3448	0.14935	0.3896	0.189	-0.4344	-0.1681	-0.2515	0.1763	0.3219	0.1375
ybiK 	b0828	putative_asparaginase	-0.5052307145	0.826875	-0.2742588435	0.111	-0.304	1.316	0.7049	3.053	-0.3585	-0.074	-0.2176	1.811	1.251	0.01436	1.014	0.6871	0.3334	1.328	1.131	-0.2863	-0.4739	-0.5564	-0.56645	-0.8625	-1.12	-0.5012	-0.6215	-0.4857	-0.4344	-0.32195	0.07039	0.3448	0.04264	0.251	1.202	-1.474	-1.396	-3.059
b0829 	b0829	putative_ATP-binding_component_of_a_transport_system	-0.3475719872	1	0	0.1375	-0.3401	0.903	0.8953	2.485	-0.3401	-0.3771	-0.3401	1.406	0.4436	0.2869	0.8797	0	-0.1681	1.77	0.856	0.09761	-0.08927	-0.2009	-0.282	-0.3219	-0.304	-0.3595	0.5558	-0.4233	0.251	0.23755	0.5753	0.516	0.757	0.4005	0.2265	-1.889	-1.837	-2.322
b0830 	b0830	putative_transport_protein	-0.1794887512	1	0	0.2869	-0.04394	0.6508	0.3674	2.151	-0.454	-0.6666	-0.6439	1.316	-0.1047	-1.286	-0.1047	0.04264	0.2265	-0.304	2.131	0.1635	-0.415	-0.02915	-0.07225	-0.05889	-0.1681	-0.04175	-0.3585	-0.04771	-0.1681	-0.35655	0.1635	0.4222	0.6229	0.7655	0.7991	-1.515	-3.837	-1
b0831 	b0831	putative_transport_system_permease_protein	0.4628225006	0.999875	-0.0001803482	-0.02915	0	0.3103	-0.1844	1.195	-0.5778	-0.5778	-0.889	0.9635	-0.304	-0.6215	0	-0.3219	-0.6666	-0.2345	0.2869	-0.04394	0.3785	0.263	0.155855	0.3448	-0.05889	0.5252	-0.08927	0.20485	0.02857	-0.12575	0.9855	0.6508	0.856	1.281	1.111	-1.252	0.450948	3.128
b0832 	b0832	putative_transport_system_permease_protein	0.1364955229	1	0	0.251	-0.05889	0.4436	-0.05889	0.2265	-0.05889	-0.737	-0.454	0.2016	-0.2863	-0.4941	0.5261	1.251	-0.3771	0.3561	0.949451	0.02857	0	-0.1047	0.13868	0.3561	0.1763	0.241385	0.3334	0.321035	-0.1681	0.035195	-0.1361	-0.3219	-0.05889	-0.304	0.1635	-0.6897	3.109	-0.4739
b0833 	b0833	orf,_hypothetical_protein	0.1785189155	1	0	-0.1681	0.4542	-0.1047	0.1506	-0.4941	0.10149	-0.1203	-0.1203	-0.152	0	-0.0145	0.695288	0.9336	0.08406	0.7398	1.161134	0.3674	0.7485	-0.1361	0.69135	0.3334	-0.4739	0.7234	0.2388	1.07555	0.4957	-0.18855	-0.7859	-0.415	-0.5353	-0.2345	-0.2515	0.9635	1.655	0.3448
b0834 	b0834	orf,_hypothetical_protein	0.4648351027	0.925	-0.1124747293	-0.6666	-0.2863	0	-0.889	-1.059	-0.3959	-0.5146	-0.3959	-0.7612	-1.059	0.8639	0.516	0.6599	0.2016	0.7312	0.2987	1.091	1.57	0.1243	-0.15235	-0.1681	-0.0145	-0.16966	0.05658	0.077095	0.516	0.0753	0.01436	0.5558	0.8156	1.31	1.057	-0.2345	-0.1844	-0.3959
yliG 	b0835	orf,_hypothetical_protein	-0.5452622529	0.95875	-0.0607734223	-0.5995	0.2987	0.4222	-1.322	-1.599	0.6508	0.433	0.7824	-1.599	-1.029	0.6229	-0.5353	0.1763	-0.2009	0.1635	0.2987	-0.152	-0.1203	-0.3219	-1.359	-1.089	-0.5778	-1.269	-0.889	-1.52	-1.556	-0.778	-1.059	-1.184	-1.474	-1.599	-0.9714	-1.396	-1.889	-2.396
b0836 	b0836	putative_receptor	-0.1786893806	1	0	-0.08927	-0.4739	0	-0.2345	-0.3585	0.111	0.1506	0.1506	-0.074	-0.4344	0.5361	1.328	-0.0145	0.08406	-1.474	-0.074	0.3674	0.263	0.263	0.5261	0.3674	0.1375	0.4114	0.3334	0.5745	0.3334	0.0945	0.189	0.2141	0.111	0.3219	-0.2863	-1.089	-0.4344	-4.644
yliI 	b0837	putative_dehydrogenase	0.0857560595	1	0	-0.1681	-0.3585	-0.0145	-0.5778	0.3896	-0.3771	-0.2345	-0.1047	-0.454	0.08406	0.4751	0.2987	-0.3219	-0.152	-0.3771	-0.8625	-0.5995	-0.2515	-0.5564	0.25545	0.2869	-0.3959	0.08893	-0.454	0.271	-0.4739	0.06875	0.01436	0.5656	1.333	0.9709	1.379	-1.059	-1.252	-1.474
yliJ 	b0838	putative_transferase	-0.250805564	1	0	0	-0.2515	-0.6439	-0.3585	0.2016	-0.1681	-0.1681	-0.1047	-0.415	-0.2009	0.6229	-0.3959	-0.3771	-0.04394	-0.5353	-1.474	-1.599	-2.322	-0.08927	-0.16165	0.08406	-0.3219	0.026835	-0.8625	-0.3586	-0.5353	-0.43125	0.07039	0.2016	-0.08927	0.6508	0.2265	-1.029	-1.184	-1.434
dacC 	b0839	D-alanyl-D-alanine_carboxypeptidase;_penicillin-binding_protein_6	0.0108096639	1	0	0.189	0.05658	-0.1681	-0.04394	-0.074	-0.3401	-0.3219	-0.415	-0.8365	-0.6666	-0.1361	0.04264	0.3561	0.669	0.7824	-0.5353	0.3561	0.3561	-0.6439	-1.0302	-1.12	-0.1844	-0.93275	0.04264	-0.7378	-0.7859	0.00718	0.4005	0.3561	0.2869	0.2987	0.3896	0.5656	0.4222	-0.4941
deoR 	b0840	transcriptional_repressor_for_deo_operon,_tsx,_nupG	0.4052663244	0.999375	-0.0009019663	-0.08927	0.09761	-0.1844	-0.1681	-0.2863	-0.1203	-0.05889	-0.1203	-0.5778	-0.5778	0.8953	0.6508	0.1375	0.7824	0.7908	0.111	0.516	0.6599	0.04264	-0.1865	-0.304	0.3561	0.0945	0.5558	0.2239	0.1763	0.549	0.01436	0.4222	0.4436	0.4114	0.2265	0.8319	1.064	0.5361
ybjG 	b0841	orf,_hypothetical_protein	0.3542273923	0.973375	-0.0389323737	-0.2176	0.08406	-0.454	-0.9434	-0.9434	-0.05889	-0.152	0.04264	-0.8625	-1.184	0.7312	0.2869	0.5558	0.4854	0.696	0.6599	0.926	1.098	0.2265	0.2505	0.05658	0.7225	0.23855	0.9855	0.581	-0.08927	0.42	-0.3219	-0.6897	-0.04394	-0.6215	-0.6215	1.422	1.395	0.757
cmr 	b0842	proton_motive_force_efflux_pump	-0.2782237807	1	0	-0.304	0.02857	-0.02915	-1.059	-0.9159	-0.074	-0.02915	0.07039	-1.029	-1.218	-0.08927	-0.2345	-0.02915	-0.5564	-1.059	-1.029	-0.4344	-0.3771	-0.9434	-1.09725	-0.3771	-0.6215	-0.6715	-0.3959	-0.6606	-0.5353	0.014285	-0.9159	-0.9159	-0.6439	-0.2176	0.275	-1.12	-1.358	-3.322
ybjH 	b0843	orf,_hypothetical_protein	-0.5354138531	0.59875	-0.739974344	-0.3959	0.2141	-0.1361	-0.2863	-0.3219	0.09761	0.02857	0	-0.2176	-0.3219	0.2388	0.4957	-0.05889	0.2388	-0.1844	-0.08927	-0.6439	0.5059	-0.5146	-0.14405	-0.1844	-0.6897	-0.08405	-0.1361	-0.131825	-0.6666	-0.2573	-0.9714	-1.029	-1.434	-1.515	-0.9159	-1.474	-1.474	-3.837
b0844 	b0844	orf,_hypothetical_protein	0.1107414538	1	0	-0.05889	-0.3771	0.05658	0.02857	0.3334	-0.2515	-0.3959	-0.3771	-0.3771	-0.415	-0.2009	0.2265	1.043	0.2869	0.6508	1.16989	0.3103	0.6599	0.189	0.4397	0.1635	-0.3959	0.1008	-0.1681	0.3561	-0.08927	-0.00725	-0.4941	0.111	0.02857	0.2016	0.9107	-0.2863	-0.1047	-1.12
b0845 	b0845	putative_DEOR-type_transcriptional_regulator	0.6431819212	0.9705	-0.0431998819	0.02857	0.2141	0.01436	0.05658	0.02857	0.263	-0.04394	0.2141	0.111	0.1243	-0.2863	-0.08927	0.275	0.2388	0.1375	-0.2688	-0.811	0.4542	0.3448	0.5914	-0.0145	0.3334	0.4105	0.02857	0.8006	0.6323	0.32075	0.251	0.3334	0.6229	0.6599	0.3785	0.4005	0.5945	0.6135
b0846 	b0846	putative_DEOR-type_transcriptional_regulator	-0.0578285862	1	0	-0.1047	-0.454	0.02857	-0.2515	-0.5564	0.3896	0.2869	0.05658	1.227	0.263	-0.2863	-0.05889	-0.4739	2.043	1.66	-1.889	0.516	1.566	-0.304	-0.09945	-0.1203	0.275	-0.13722	-0.1844	-0.1442	0.8718	0.14935	2.018	0.5558	0.3896	0.2869	-0.2176	-0.6439	-0.6439	-0.811
b0847 	b0847	putative_transport_protein	0.4221389977	0.897625	-0.1558152375	-0.1361	-0.5353	-0.3401	-0.6897	-0.3771	-0.3585	-0.2863	-0.4739	-0.6666	-0.8365	0.5945	0.3334	-0.415	0.2141	0.6781	-0.074	-0.1361	0.516	-0.074	0.110955	0.01436	0.2141	-0.051415	0.3785	0.083035	0.4854	0.1837	0.7137	0.9635	1.098	1.021	1.05	-0.454	-0.6897	-1.322
ybjM 	b0848	orf,_hypothetical_protein	-0.03552504	1	0	0.08406	-0.074	-0.0145	-0.074	-0.04394	-0.5564	-0.7612	-0.4739	-0.3585	-0.5146	0.05658	1.367	-0.074	-0.1844	0.7312	2.104	1.832	-1.889	-0.1047	0.4921	0.3561	0.04264	0.5737	0.01436	0.8089	0.2016	-0.05235	-1.252	0.02857	0.2141	-0.1047	-0.415	-1.474	-0.658275	-0.937861
grxA 	b0849	glutaredoxin1_redox_coenzyme_for_glutathione-dependent_ribonucleotide_reductase	-0.2975888603	1	0	0.1375	0.3219	0.111	-0.1681	-0.05889	0.111	-0.3219	0.189	-0.2345	0.1763	2.551	1.884	1.417	0.3219	2.029	2.483	1.59	0.2388	-0.05889	0.09704	0	-0.2009	0.07039	0.4542	-0.03883	-0.152	0.18925	0.4957	-0.152	0.02857	-0.3585	-0.7612	-1.059	-0.114794	-0.338173
ybjC 	b0850	orf,_hypothetical_protein	-0.3286703731	1	0	0.251	-0.1681	0.1635	-0.3585	-0.304	0.3674	0.1763	0.4005	0.757	0.926	0.7049	-0.1047	-0.3219	0.1243	0.111	0.4222	0.6323	0.4854	0.263	0.089585	-0.1361	0.1506	0.04055	-0.5564	-0.243	0.02857	-0.152	0.2388	0.01436	0.07039	-0.7612	-1.286	0.3219	0.7312	-0.074
mdaA 	b0851	modulator_of_drug_activity_A	-0.321193735	1	0	0.1635	0.3785	-0.3401	0.07039	-0.1203	0.3219	0.1635	0.275	0.5656	0.5753	0.3103	0.433	0.848	0.08406	-0.1203	-0.1203	0.3896	0.09761	0.263	-0.3041	-0.2688	-0.0145	-0.5353	-0.454	-0.7388	-0.5146	-0.12575	0.4647	0.3448	0.5059	0.08406	-0.074	0.433	0.6229	0.5753
ybjN 	b0853	putative_sensory_transduction_regulator	0.015085562	1	0	0.251	0.251	-0.2863	-0.1681	-0.3219	0.09761	0.07039	0.2388	0.433	0.4957	0.04264	-0.3585	0.1375	0.04264	-0.7131	-0.9159	-0.1681	0.4222	-0.02915	-0.3219	-0.04394	-0.737	-0.49465	-0.889	-0.4344	0.1506	-0.029445	0.2869	0.05658	0.1635	0.3103	0.02857	-0.5995	-1	3.175
potF 	b0854	periplasmic_putrescine-binding_protein;_permease_protein	0.6137113742	0.670625	-0.576421829	-0.2009	0.3674	0.3561	-0.3219	0.2141	-0.3771	-0.1844	-0.1681	-0.3585	-0.6897	-0.8625	-0.7859	-0.2345	-1.434	-0.7612	-1.515	-1.059	-0.6897	0.2016	0.26917	0.2869	0.3785	0.3533	0.7824	0.00315	0.2265	0.3656	0.9782	1.036	2.409	1.868	1.433	1.35	1.433	1.356
potG 	b0855	ATP-binding_component_of_putrescine_transport_system	0.463002488	0.996625	-0.0048773309	-0.3585	-0.0145	-0.1047	0.3103	0.01436	0.3334	0.01436	0.01436	0.4854	0.05658	-0.3959	-0.152	0.3674	0.3674	0.6135	0.189	0	0.3561	0.08406	-0.097495	0.1506	0.263	0.22885	-0.1203	0.123345	0.3334	-0.11725	-0.02915	0.9411	0.7991	0.926	0.7312	0.2869	0.926	0.275
potH 	b0856	putrescine_transport_protein;_permease	0.6530703451	0.451	-1.1488006614	-0.9714	-0.5353	-0.1844	-3.322	-0.1203	-0.08927	0.189	-0.02915	0.09761	0.111	-0.415	-0.2009	0.04264	-0.1681	0.4222	0.01436	-0.02915	0.275	0.3219	0.49555	0.3103	0.516	0.4567	0.5945	0.70315	0.4436	0.23755	-0.0145	0.3103	0.7655	1.744	1.406	0.7398	0.7991	0.903
potI 	b0857	putrescine_transport_protein;_permease	0.2604558085	1	0	-0.415	-0.1844	0.05658	-0.1361	-0.4941	-0.1681	0.2265	0.05658	-0.2688	-0.3219	0.2987	0.189	0.189	0.189	0.9336	-0.5146	-0.3219	0.2388	0.2141	0.172695	0.01436	0.3561	0.28665	0.1506	0.5311	0.251	0	1.007	0.8156	0.7312	0.9411	1.433	-1.089	-1.152	-0.6666
ybjO 	b0858	orf,_hypothetical_protein	-0.0803554993	1	0	0.251	-0.2176	0.05658	0.05658	-0.304	-0.2863	-0.4739	0	-0.4344	0.07039	-1.943	0.516	-0.02915	0.7225	0.02857	0.038435	-0.1844	-0.3401	0.111	0.2622	-0.02915	0.2141	0.45415	0.2265	0.4268	0	-0.00725	-0.9714	-1.599	-0.7859	-0.05889	-0.5146	-0.889	1.59	-2.252
ybjF 	b0859	putative_enzyme	0.0305304217	1	0	0.3103	0.3674	0.6229	-0.152	-0.4941	-0.1681	0.3896	0.6323	-0.6439	-0.6215	-0.2345	-0.3771	-0.6897	-1.12	0.04264	0.189	-0.4739	-0.1203	-0.152	-0.63545	-0.2176	0.1375	-0.31765	0.6135	-0.29735	0.05658	0.1255	-0.4941	0.05658	-0.0145	0.01436	0.2388	-0.1681	0	-1.515
artJ 	b0860	arginine_3rd_transport_system_periplasmic_binding_protein	0.2283983222	1	0	-0.1681	-0.1361	0.5945	-0.3771	-0.3959	0.3448	0.2016	0.2388	-0.415	-0.3585	0.111	-0.152	0.5361	-0.6215	0.05658	-0.2176	-0.304	-0.304	0.111	0.05333	0	-0.2345	0.16325	0.8319	0.4484	0.01436	0.37425	0.09761	-0.05889	0.3785	0.4957	0.926	-0.3219	-0.4941	-0.4941
artM 	b0861	arginine_3rd_transport_system_permease_protein	0.0724223228	1	0	-0.4344	-0.1361	0.7398	-0.5146	-0.454	0.189	0.1635	0.251	-0.3959	-0.2176	-0.05889	-0.811	-0.5146	-1.152	0.5945	-0.8625	-0.6439	-0.415	-0.152	-0.50435	-0.5564	-0.6666	-0.4224	0.3103	-0.42495	0.1506	0.00718	-0.304	-0.5778	0.02857	-0.304	-1.184	0.9184	0.7398	0.6041
artQ 	b0862	arginine_3rd_transport_system_permease_protein	-0.0250929023	1	0	-0.6666	0.02857	0.189	-0.2009	-0.4344	0.3219	0.3674	0.2388	0.05658	0.09761	0.848	-0.0145	0.9411	0.1506	0.7991	1.384	0.1375	0.189	-0.02915	-0.008125	0.08406	-0.0145	0.10353	0.4647	0.0615	-0.1681	0.1315	-0.1681	-0.6897	0.189	-0.2345	0.251	-0.6215	0.4854	0.4647
artI 	b0863	arginine_3rd_transport_system_periplasmic_binding_protein	-0.3125409472	1	0	-0.1681	0.2388	-0.074	-0.1844	-0.2515	0.4222	0.4647	0.07039	0.1763	0.1243	0.6323	0.1375	1.029	0.01436	0.6229	-0.2863	-0.415	0.05658	-0.074	0.3593	-0.02915	-0.1361	0.3796	0.2987	0.38173	0.05658	-0.0922	-0.8625	-0.6666	-0.737	-0.7859	-1.12	0.5261	1.007	-0.2863
artP 	b0864	ATP-binding_component_of_3rd_arginine_transport_system	-0.1954052076	1	0	0.04264	0.4957	0.757	-0.3219	-0.304	0.4114	0.3448	0.111	-0.02915	0.1635	-0.2515	-0.2009	0.4647	-0.3585	0.2388	-0.3771	-0.152	0.1763	-0.2515	-0.82645	-0.4739	0.01436	-0.8912	0.6599	-0.91825	0.251	0.14935	-0.415	-0.7859	-0.4739	-1.184	-0.7131	1.233	1.007	0.848
