ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
dadA 	b1189	D-amino_acid_dehydrogenase_subunit	-0.695183294	0.0405	-4.6259342818	1.595	0.8074	1.807	4.636	3.036	0.9561	1.718	1.595	4.111	3.104	-1.434	-1	-0.5995	0.5059	-1.434	-0.721362	-1.252	-1.184	-0.1844	-0.97825	-0.7612	-1.434	-1.304	-2.737	-1.559	0.08406	-0.45795	0.4751	-0.8365	-0.4739	-1.358	-0.9714	-1.059	-0.7859	-1.599
yeeS 	b2002	putative_DNA_repair_protein,_RADC_family	0.641516103	0.0405	-4.6259342818	0.02857	0.2016	-0.4344	-0.454	-0.1203	-0.889	-0.415	-0.3959	-0.7859	-0.3219	-0.5353	-1.786	-0.127803	-0.2176	0.9411	0.453422	0.418127	1.263	-0.1681	0.6179	0.6323	0.1506	0.63605	0.8639	0.65475	0.09761	-0.06015	-0.6666	-0.4739	-0.08927	0.07039	0.7225	0.491142	0.9336	0.274492
insA_2 	b0265	IS1_protein_InsA	-0.689819311	0.040625	-4.6214883767	-0.1681	0.1375	0.111	0.3674	0.516	0.08406	-0.08927	0.263	0.3561	0.6599	0.251	0.04264	0.4542	0.5059	-0.08927	0.3448	0.4542	0.1506	-0.05889	-0.43655	-0.4344	-0.074	-0.25772	-0.3771	-0.20435	0.01436	-0.16095	-0.811	-0.5353	0	-0.152	-0.2688	-0.7131	-0.6666	-1
yfiC 	b2575	putative_enzyme	-0.618979715	0.041125	-4.6038405109	0.275	0.01436	0.3219	-0.7859	-0.1361	-0.04394	0.263	0.1763	0.173457	0.5656	0.5059	-0.415	0.3785	0.02857	-0.304	-0.591882	0.3448	-0.1047	-1.69	-0.6606	-0.8625	-1.12	-0.5199	-3.644	-0.3728	-0.4941	-0.076	-0.7131	-0.7859	-1.152	-1.059	-0.9434	-2.322	-1.923244	-2.943
rimJ 	b1066	acetylation_of_N-terminal_alanine_of_30S_ribosomal_subunit_protein_S5	-0.626880714	0.042625	-4.5521563556	0.3674	0.02857	0.3103	0.585	0.4957	0.275	0.07039	-0.2345	0.8156	0.3785	-0.304	0.05658	-0.3401	0.5059	-0.5778	-0.5564	-0.2345	-0.9434	-0.1203	-0.5539	-0.2863	-0.5564	-0.7878	-1	-0.88995	0.6415	-0.56	-0.3401	-0.3401	-0.454	-0.02915	0.04264	-1.69	-1.737	-2.556
asnS 	b0930	asparagine_tRNA_synthetase	-0.694854187	0.042875	-4.5437195185	0.189	0.4751	0.3674	-0.2863	-0.3959	0.6508	0.848	0.6599	0.5059	0.4222	-0.2688	-0.2863	0.2869	0.3334	-0.1361	-0.1844	0.05658	0.05658	0.2141	-0.6617	-0.6897	-0.454	-1.274	-0.7859	-2.6	-1.837	-1.092	-0.152	-0.1047	-0.7131	-1.644	-1.252	-0.2515	-0.04394	-0.6439
recJ 	b2892	ssDNA_exonuclease,_5'_-->_3'_specific	-0.59003286	0.04375	-4.5145731728	0.05658	0.09761	0.1763	0.5059	-0.04394	0.6229	0.4114	0.4854	0.6229	0.4854	-0.1361	0.3448	0.4005	0.2141	-0.2176	-0.1361	0.09761	0.3334	0.2869	-0.61995	-0.1361	-0.4739	-0.58355	-0.5778	-0.146665	-0.4941	-0.19795	-0.1681	-0.05889	0.05658	0.3674	0.3334	-1	-1.089	-0.8365
uup 	b0949	putative_ATP-binding_component_of_a_transport_system	-0.655953191	0.0455	-4.4579896445	0.02857	0.6229	0.3896	-0.7859	-1.089	0.263	0.3219	0.4751	-0.737	-0.6439	-0.0145	-0.737	0.111	-0.2009	-0.152	-0.8365	-0.811	-0.1681	-0.3585	-1.702	-2	-1.889	-2.396	-2.322	-2.359	-2.943	-1.237	-0.1844	-1.12	0.3103	-1.737	-1.12	-1	-1.69	-2.059
yjiR 	b4340	putative_regulator	-0.602742886	0.045625	-4.4540316309	-0.3401	0.251	-0.1361	0.5059	1.163	-0.2688	-0.1047	-0.1361	0.2141	0.4854	-0.2515	0.757	0.4114	0.5059	-0.6666	0.3674	-0.4739	-0.3585	-0.9434	0.02104	-0.3401	-0.6439	0.23683	-0.737	0.15063	-0.6439	-0.35655	-1.059	-0.9714	-0.8365	-0.4739	-0.2176	-1.252	-0.889	-0.889
rng 	b3247	RNase_G,_maturation_of_16S_RNA	-0.702937457	0.04675	-4.4188898248	-0.4344	0.111	0	-0.152	-0.1047	-0.304	-0.2688	-0.3771	-0.2515	-0.3219	-0.05889	0.02857	0.585	0.1763	-0.2688	-0.074	0.263	0.1763	-0.1681	-0.77125	-0.9714	-1.396	-1.152	-1.286	-1.1065	-1.644	-0.679	-0.9434	-0.9434	-0.9714	-0.9434	-0.6666	-0.1681	-0.811	-1.12
murE 	b0085	meso-diaminopimelate-adding_enzyme	0.55283784	0.04775	-4.3883554566	-0.074	-0.2009	-0.1681	-0.304	-0.2345	-0.05889	-0.4739	-0.3219	-0.1203	-0.5353	0.263	0	-0.02915	-0.7131	0.07039	0.2016	0.4114	0.1375	0.7137	-0.015	-0.152	0.08406	-0.0219	0.3896	-0.21795	0.6229	0.16095	0.4114	0.3103	0.6599	0.189	-0.1047	0.275	0.02857	0.189
ycbY 	b0948	putative_oxidoreductase	-0.662071731	0.048	-4.3808217839	0.3219	0.4222	0.2141	-0.3585	-0.811	0.4854	0.5261	0.585	-0.2515	-0.2863	0.8156	-0.1844	0.05658	-0.3585	0.08406	0.04264	-0.2863	-0.1203	-0.2688	-1.377	-1.358	-1.029	-1.161	-1.434	-1.0777	-1.69	-0.5145	-0.304	-0.6215	0.07039	-0.5778	-0.9714	-1.029	-0.7612	-1.322
yieE 	b3712	orf,_hypothetical_protein	-0.529064932	0.048125	-4.3770696491	-0.04394	-0.3219	0.189	0.585	0.84	-0.3771	-0.3219	-0.454	-0.152	0.2016	-0.6439	-0.3401	0.02857	0.05658	-1.059	-2.474	-1	-1.286	-1.184	-1.1117	-1.556	-0.7612	-1.203	-1.252	-1.17575	-0.9714	-0.2172	0.1243	-0.2515	-0.1681	-0.2176	0.4436	-1.943	-1.69	-2.322
ybhH 	b0769	orf,_hypothetical_protein	0.623946239	0.04825	-4.3733272474	-0.5146	-0.2688	-0.2176	-0.4941	-0.04394	-0.889	-0.2009	-3.644	-1.286	-1.396	0.3448	1.489713	-0.3219	-0.889	1.828	1.270468	1.459	0.5261	0.516	0.67745	0.2869	0.6229	0.7068	0	0.7513	0.4751	0.34355	1.642	3.142	1.417	1.239	0.84	1.727	1.84	0.5753
ydaJ 	b1338	putative_aminohydrolase_(EC_3.5.1.14)	0.669993664	0.0485	-4.3658714425	-0.2176	-0.1361	0.111	0	0.02857	-0.5353	-0.4941	-0.5564	-0.5146	-0.6215	-0.5778	0.08406	-1.059	-0.8365	1.362	-0.05889	-0.3771	0.02857	0.3219	0.21057	0.1635	0.4751	0.262295	0.2388	0.3359	-0.074	0.08815	0.3448	0.09761	0.2141	0.585	1.433	1.118	2.087	2.761
rfaP 	b3630	lipopolysaccharide_core_biosynthesis;_phosphorylation_of_core_heptose;_attaches_phosphate-containing_substrate_to_LPS_co	0.661339893	0.049	-4.3510744405	0.546	0.7398	0.8074	0.2016	0.4751	0.5059	0.4957	0.2987	0.08406	0.2016	0.3334	-0.2176	-0.6666	-0.5353	0.6229	0.546	0.5945	0.4436	1.373	0.36725	0.3674	1.367	0.49515	1.709	0.8363	1.401	0.91	0.7991	0.903	0.8156	1.449	0.9411	1.333	1.333	1.111
phnH 	b4100	phosphonate_metabolism	0.623251083	0.049	-4.3510744405	-0.08927	-0.5995	0.1763	-0.387008	-0.7859	-0.3771	0	-0.1047	-0.04394	-1.889	-0.121322	0.006376	-1.286	-0.171907	-0.1361	0.316517	0.2987	-1	0.02857	0.3327	0.6041	0.1375	0.5655	0.7398	0.53185	0.84	0.4743	3.104	2.322	1.281	1.118	0.7485	1.491	0.638093	1.888
